date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
6/23/2013,Eswatini,Angola,0,1,African Nations Championship,Lobamba,Eswatini,FALSE
6/23/2013,Uruguay,Tahiti,8,0,Confederations Cup,Recife,Brazil,TRUE
6/26/2013,Brazil,Uruguay,2,1,Confederations Cup,Belo Horizonte,Brazil,FALSE
6/27/2013,Spain,Italy,0,0,Confederations Cup,Fortaleza,Brazil,TRUE
6/29/2013,Angola,Eswatini,1,0,African Nations Championship,Luanda,Angola,FALSE
6/29/2013,Libya,Burkina Faso,2,1,Friendly,Misrata,Libya,FALSE
6/30/2013,Brazil,Spain,3,0,Confederations Cup,Rio de Janeiro,Brazil,FALSE
6/30/2013,Uruguay,Italy,2,2,Confederations Cup,Salvador,Brazil,TRUE
7/5/2013,Mali,Guinea,3,1,African Nations Championship,Bamako,Mali,FALSE
7/5/2013,Nigeria,Ivory Coast,4,1,African Nations Championship,Kaduna,Nigeria,FALSE
7/6/2013,Namibia,Mauritius,2,1,COSAFA Cup,Lusaka,Zambia,TRUE
7/7/2013,Botswana,Eswatini,0,0,COSAFA Cup,Kitwe,Zambia,TRUE
7/7/2013,Canada,Martinique,0,1,Gold Cup,Pasadena,United States,TRUE
7/7/2013,DR Congo,Congo,2,1,African Nations Championship,Kinshasa,DR Congo,FALSE
7/7/2013,Mexico,Panama,1,2,Gold Cup,Pasadena,United States,TRUE
7/8/2013,El Salvador,Trinidad and Tobago,2,2,Gold Cup,Harrison,United States,TRUE
7/8/2013,Haiti,Honduras,0,2,Gold Cup,Harrison,United States,TRUE
7/8/2013,Kenya,Lesotho,2,2,COSAFA Cup,Kitwe,Zambia,TRUE
7/8/2013,Namibia,Seychelles,4,2,COSAFA Cup,Lusaka,Zambia,TRUE
7/9/2013,Costa Rica,Cuba,3,0,Gold Cup,Portland,United States,TRUE
7/9/2013,Kenya,Eswatini,2,0,COSAFA Cup,Kitwe,Zambia,TRUE
7/9/2013,Lesotho,Botswana,3,3,COSAFA Cup,Kitwe,Zambia,TRUE
7/9/2013,United States,Belize,6,1,Gold Cup,Portland,United States,FALSE
7/10/2013,Mauritius,Seychelles,4,0,COSAFA Cup,Kitwe,Zambia,TRUE
7/11/2013,Kenya,Botswana,1,2,COSAFA Cup,Kitwe,Zambia,TRUE
7/11/2013,Lesotho,Eswatini,2,0,COSAFA Cup,Lusaka,Zambia,TRUE
7/11/2013,Mexico,Canada,2,0,Gold Cup,Seattle,United States,TRUE
7/11/2013,Panama,Martinique,1,0,Gold Cup,Seattle,United States,TRUE
7/12/2013,Honduras,El Salvador,1,0,Gold Cup,Miami Gardens,United States,TRUE
7/12/2013,Trinidad and Tobago,Haiti,0,2,Gold Cup,Miami Gardens,United States,TRUE
7/13/2013,Costa Rica,Belize,1,0,Gold Cup,Sandy,United States,TRUE
7/13/2013,Morocco,Tunisia,0,0,African Nations Championship,Tangier,Morocco,FALSE
7/13/2013,South Africa,Namibia,2,1,COSAFA Cup,Lusaka,Zambia,TRUE
7/13/2013,United States,Cuba,4,1,Gold Cup,Sandy,United States,FALSE
7/13/2013,Zimbabwe,Malawi,1,1,COSAFA Cup,Lusaka,Zambia,TRUE
7/14/2013,Martinique,Mexico,1,3,Gold Cup,Denver,United States,TRUE
7/14/2013,Panama,Canada,0,0,Gold Cup,Denver,United States,TRUE
7/14/2013,Zambia,Mozambique,3,1,COSAFA Cup,Kitwe,Zambia,FALSE
7/14/2013,Angola,Lesotho,1,1,COSAFA Cup,Kitwe,Zambia,TRUE
7/14/2013,Bermuda,Greenland,3,0,Island Games,Hamilton,Bermuda,FALSE
7/14/2013,FrÃ¸ya,Falkland Islands,1,2,Island Games,Hamilton,Bermuda,TRUE
7/15/2013,El Salvador,Haiti,1,0,Gold Cup,Houston,United States,TRUE
7/15/2013,Honduras,Trinidad and Tobago,0,2,Gold Cup,Houston,United States,TRUE
7/15/2013,Bermuda,Falkland Islands,8,0,Island Games,Hamilton,Bermuda,TRUE
7/15/2013,Greenland,FrÃ¸ya,12,0,Island Games,Hamilton,Bermuda,TRUE
7/16/2013,Cuba,Belize,4,0,Gold Cup,East Hartford,United States,TRUE
7/16/2013,Namibia,Mozambique,0,1,COSAFA Cup,Kitwe,Zambia,TRUE
7/16/2013,Malawi,Angola,2,3,COSAFA Cup,Kitwe,Zambia,TRUE
7/16/2013,United States,Costa Rica,1,0,Gold Cup,East Hartford,United States,FALSE
7/17/2013,Zambia,South Africa,0,0,COSAFA Cup,Ndola,Zambia,FALSE
7/17/2013,Zimbabwe,Lesotho,2,1,COSAFA Cup,Ndola,Zambia,TRUE
7/17/2013,Falkland Islands,Greenland,0,9,Island Games,Hamilton,Bermuda,TRUE
7/17/2013,Bermuda,FrÃ¸ya,8,0,Island Games,Hamilton,Bermuda,FALSE
7/18/2013,Falkland Islands,FrÃ¸ya,6,0,Island Games,Hamilton,Bermuda,TRUE
7/18/2013,Bermuda,Greenland,1,0,Island Games,Hamilton,Bermuda,FALSE
7/18/2013,Angola,Mozambique,0,1,COSAFA Cup,Kitwe,Zambia,TRUE
7/20/2013,South Korea,Australia,0,0,EAFF Championship,Seoul,South Korea,FALSE
7/20/2013,Lesotho,South Africa,1,2,COSAFA Cup,Ndola,Zambia,TRUE
7/20/2013,Mauritania,Senegal,2,0,African Nations Championship,Nouakchott,Mauritania,FALSE
7/20/2013,Mexico,Trinidad and Tobago,1,0,Gold Cup,Atlanta,United States,TRUE
7/20/2013,Panama,Cuba,6,1,Gold Cup,Atlanta,United States,TRUE
7/20/2013,Zambia,Zimbabwe,2,0,COSAFA Cup,Ndola,Zambia,FALSE
7/21/2013,Honduras,Costa Rica,1,0,Gold Cup,Baltimore,United States,TRUE
7/21/2013,Japan,China PR,3,3,EAFF Championship,Seoul,South Korea,TRUE
7/21/2013,United States,El Salvador,5,1,Gold Cup,Baltimore,United States,FALSE
7/24/2013,South Korea,China PR,0,0,EAFF Championship,Hwaseong,South Korea,FALSE
7/24/2013,Panama,Mexico,2,1,Gold Cup,Arlington,United States,TRUE
7/24/2013,United States,Honduras,3,1,Gold Cup,Arlington,United States,FALSE
7/25/2013,Japan,Australia,3,2,EAFF Championship,Hwaseong,South Korea,TRUE
7/27/2013,Ivory Coast,Nigeria,2,0,African Nations Championship,Marcory,Ivory Coast,FALSE
7/27/2013,Niger,Burkina Faso,1,0,African Nations Championship,Niamey,Niger,FALSE
7/27/2013,Rwanda,Ethiopia,1,0,African Nations Championship,Kigali,Rwanda,FALSE
7/27/2013,Uganda,Tanzania,3,1,African Nations Championship,Kampala,Uganda,FALSE
7/28/2013,Australia,China PR,3,4,EAFF Championship,Seoul,South Korea,TRUE
7/28/2013,Cameroon,Gabon,1,0,African Nations Championship,YaoundÃ©,Cameroon,FALSE
7/28/2013,Congo,DR Congo,1,0,African Nations Championship,Dolisie,Congo,FALSE
7/28/2013,Guinea,Mali,1,0,African Nations Championship,Conakry,Guinea,FALSE
7/28/2013,South Korea,Japan,1,2,EAFF Championship,Seoul,South Korea,FALSE
7/28/2013,Mauritius,Zimbabwe,0,3,African Nations Championship,Curepipe,Mauritius,FALSE
7/28/2013,Mozambique,Namibia,3,0,African Nations Championship,Maputo,Mozambique,FALSE
7/28/2013,Sudan,Burundi,1,1,African Nations Championship,Omdurman,Sudan,FALSE
7/28/2013,United States,Panama,1,0,Gold Cup,Chicago,United States,FALSE
8/2/2013,Namibia,Mozambique,3,0,African Nations Championship,Windhoek,Namibia,FALSE
8/2/2013,Zimbabwe,Mauritius,1,0,African Nations Championship,Harare,Zimbabwe,FALSE
8/9/2013,Gabon,Cameroon,1,0,African Nations Championship,Libreville,Gabon,FALSE
8/9/2013,Jordan,Libya,2,1,Friendly,Amman,Jordan,FALSE
8/14/2013,Albania,Armenia,2,0,Friendly,Tirana,Albania,FALSE
8/14/2013,Algeria,Guinea,2,2,Friendly,Blida,Algeria,FALSE
8/14/2013,Austria,Greece,0,2,Friendly,Salzburg,Austria,FALSE
8/14/2013,Azerbaijan,Malta,3,0,Friendly,Baku,Azerbaijan,FALSE
8/14/2013,Belarus,Montenegro,1,1,Friendly,Zhodzina,Belarus,FALSE
8/14/2013,Belgium,France,0,0,Friendly,Brussels,Belgium,FALSE
8/14/2013,Bosnia and Herzegovina,United States,3,4,Friendly,Sarajevo,Bosnia and Herzegovina,FALSE
8/14/2013,Chile,Iraq,6,0,Friendly,BrÃ¸ndby,Denmark,TRUE
8/14/2013,Colombia,Serbia,1,0,Friendly,Barcelona,Spain,TRUE
8/14/2013,Dominican Republic,Costa Rica,0,4,Friendly,Santo Domingo,Dominican Republic,FALSE
8/14/2013,Ecuador,Spain,0,2,Friendly,Guayaquil,Ecuador,FALSE
8/14/2013,Egypt,Uganda,3,0,Friendly,el-Gouna,Egypt,FALSE
8/14/2013,England,Scotland,3,2,Friendly,London,England,FALSE
8/14/2013,Estonia,Latvia,1,1,Friendly,Tallinn,Estonia,FALSE
8/14/2013,Finland,Slovenia,2,0,Friendly,Turku,Finland,FALSE
8/14/2013,Gabon,Cape Verde,1,1,Friendly,Sintra,Portugal,TRUE
8/14/2013,Germany,Paraguay,3,3,Friendly,Kaiserslautern,Germany,FALSE
8/14/2013,Hungary,Czech Republic,1,1,Friendly,Budapest,Hungary,FALSE
8/14/2013,Iceland,Faroe Islands,1,0,Friendly,ReykjavÃ­k,Iceland,FALSE
8/14/2013,Indonesia,Philippines,2,0,Friendly,Surakarta,Indonesia,FALSE
8/14/2013,Italy,Argentina,1,2,Friendly,Rome,Italy,FALSE
8/14/2013,Japan,Uruguay,2,4,Friendly,Rifu,Japan,FALSE
8/14/2013,Kazakhstan,Georgia,1,0,Friendly,Astana,Kazakhstan,FALSE
8/14/2013,South Korea,Peru,0,0,Friendly,Suwon,South Korea,FALSE
8/14/2013,Libya,Central African Republic,0,0,Friendly,Tripoli,Libya,FALSE
8/14/2013,Liechtenstein,Croatia,2,3,Friendly,Vaduz,Liechtenstein,FALSE
8/14/2013,Luxembourg,Lithuania,2,1,Friendly,Luxembourg,Luxembourg,FALSE
8/14/2013,North Macedonia,Bulgaria,2,0,Friendly,Skopje,North Macedonia,FALSE
8/14/2013,Mexico,Ivory Coast,4,1,Friendly,East Rutherford,United States,TRUE
8/14/2013,Moldova,Andorra,1,1,Friendly,ChiÈ™inÄƒu,Moldova,FALSE
8/14/2013,Morocco,Burkina Faso,1,2,Friendly,Tangier,Morocco,FALSE
8/14/2013,Northern Ireland,Russia,1,0,FIFA World Cup qualification,Belfast,Northern Ireland,FALSE
8/14/2013,Poland,Denmark,3,2,Friendly,GdaÅ„sk,Poland,FALSE
8/14/2013,Portugal,Netherlands,1,1,Friendly,Faro,Portugal,FALSE
8/14/2013,Romania,Slovakia,1,1,Friendly,Bucharest,Romania,FALSE
8/14/2013,Rwanda,Malawi,0,1,Friendly,Kigali,Rwanda,FALSE
8/14/2013,Singapore,Oman,0,2,AFC Asian Cup qualification,Jalan Besar,Singapore,FALSE
8/14/2013,South Africa,Nigeria,0,2,Friendly,Durban,South Africa,FALSE
8/14/2013,Sweden,Norway,4,2,Friendly,Solna,Sweden,FALSE
8/14/2013,Switzerland,Brazil,1,0,Friendly,Basel,Switzerland,FALSE
8/14/2013,Tajikistan,India,3,0,Friendly,Khujand,Tajikistan,FALSE
8/14/2013,Tunisia,Congo,3,0,Friendly,RadÃ¨s,Tunisia,FALSE
8/14/2013,Turkey,Ghana,2,2,Friendly,Istanbul,Turkey,FALSE
8/14/2013,Ukraine,Israel,2,0,Friendly,KyÃ¯v,Ukraine,FALSE
8/14/2013,Venezuela,Bolivia,2,2,Friendly,San CristÃ³bal,Venezuela,FALSE
8/14/2013,Wales,Republic of Ireland,0,0,Friendly,Cardiff,Wales,FALSE
8/14/2013,Zambia,Senegal,1,1,Friendly,Saint-Leu-la-ForÃªt,France,TRUE
8/15/2013,Syria,Jordan,1,1,AFC Asian Cup qualification,Teheran,Iran,TRUE
8/17/2013,South Africa,Burkina Faso,2,0,Friendly,Johannesburg,South Africa,FALSE
8/18/2013,Zimbabwe,Zambia,0,0,African Nations Championship,Harare,Zimbabwe,FALSE
8/20/2013,Afghanistan,Pakistan,3,0,Friendly,Kabul,Afghanistan,FALSE
8/24/2013,Zambia,Zimbabwe,0,1,African Nations Championship,Ndola,Zambia,FALSE
8/25/2013,Mozambique,Angola,0,0,African Nations Championship,Maputo,Mozambique,FALSE
8/26/2013,Cameroon,DR Congo,0,1,African Nations Championship,Garoua,Cameroon,FALSE
8/27/2013,Libya,Mali,1,0,Friendly,AÃ¯n Draham,Tunisia,TRUE
8/30/2013,Botswana,Uganda,1,3,Friendly,Gaborone,Botswana,FALSE
8/30/2013,DR Congo,Cameroon,1,1,African Nations Championship,Lubumbashi,DR Congo,FALSE
8/30/2013,Libya,Ghana,1,0,Friendly,AÃ¯n Draham,Tunisia,TRUE
8/31/2013,Angola,Mozambique,1,1,African Nations Championship,Benguela,Angola,FALSE
8/31/2013,Nepal,Bangladesh,2,0,SAFF Cup,Kathmandu,Nepal,FALSE
9/1/2013,India,Pakistan,1,0,SAFF Cup,Kathmandu,Nepal,TRUE
9/2/2013,Afghanistan,Bhutan,3,0,SAFF Cup,Kathmandu,Nepal,TRUE
9/2/2013,Maldives,Sri Lanka,10,0,SAFF Cup,Kathmandu,Nepal,TRUE
9/3/2013,Bangladesh,India,1,1,SAFF Cup,Kathmandu,Nepal,TRUE
9/3/2013,Botswana,Malawi,1,0,Friendly,Gaborone,Botswana,FALSE
9/3/2013,Nepal,Pakistan,1,1,SAFF Cup,Kathmandu,Nepal,FALSE
9/4/2013,Bhutan,Maldives,2,8,SAFF Cup,Kathmandu,Nepal,TRUE
9/4/2013,Equatorial Guinea,Libya,1,1,Friendly,Malabo,Equatorial Guinea,FALSE
9/4/2013,Sri Lanka,Afghanistan,1,3,SAFF Cup,Kathmandu,Nepal,TRUE
9/5/2013,Bangladesh,Pakistan,1,2,SAFF Cup,Kathmandu,Nepal,TRUE
9/5/2013,Nepal,India,2,1,SAFF Cup,Kathmandu,Nepal,FALSE
9/5/2013,Qatar,Mauritius,3,0,Friendly,Doha,Qatar,FALSE
9/5/2013,Saudi Arabia,New Zealand,0,1,OSN Cup,Riyadh,Saudi Arabia,FALSE
9/5/2013,United Arab Emirates,Trinidad and Tobago,3,3,OSN Cup,Riyadh,Saudi Arabia,TRUE
9/6/2013,Afghanistan,Maldives,0,0,SAFF Cup,Kathmandu,Nepal,TRUE
9/6/2013,Belarus,Kyrgyzstan,3,1,Friendly,Barysaw,Belarus,FALSE
9/6/2013,Bosnia and Herzegovina,Slovakia,0,1,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,FALSE
9/6/2013,Myanmar,Hong Kong,0,0,Friendly,Rangoon,Myanmar,FALSE
9/6/2013,Chile,Venezuela,3,0,FIFA World Cup qualification,Santiago,Chile,FALSE
9/6/2013,China PR,Singapore,6,1,Friendly,Tianjin,China PR,FALSE
9/6/2013,Colombia,Ecuador,1,0,FIFA World Cup qualification,Barranquilla,Colombia,FALSE
9/6/2013,Costa Rica,United States,3,1,FIFA World Cup qualification,San JosÃ©,Costa Rica,FALSE
9/6/2013,Czech Republic,Armenia,1,2,FIFA World Cup qualification,Prague,Czech Republic,FALSE
9/6/2013,England,Moldova,4,0,FIFA World Cup qualification,London,England,FALSE
9/6/2013,Estonia,Netherlands,2,2,FIFA World Cup qualification,Tallinn,Estonia,FALSE
9/6/2013,Finland,Spain,0,2,FIFA World Cup qualification,Helsinki,Finland,FALSE
9/6/2013,Georgia,France,0,0,FIFA World Cup qualification,Tbilisi,Georgia,FALSE
9/6/2013,Germany,Austria,3,0,FIFA World Cup qualification,Munich,Germany,FALSE
9/6/2013,Ghana,Zambia,2,1,FIFA World Cup qualification,Kumasi,Ghana,FALSE
9/6/2013,Republic of Ireland,Sweden,1,2,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
9/6/2013,Italy,Bulgaria,1,0,FIFA World Cup qualification,Palermo,Italy,FALSE
9/6/2013,Japan,Guatemala,3,0,Friendly,Osaka,Japan,FALSE
9/6/2013,Jordan,Uzbekistan,1,1,FIFA World Cup qualification,Amman,Jordan,FALSE
9/6/2013,Kazakhstan,Faroe Islands,2,1,FIFA World Cup qualification,Astana,Kazakhstan,FALSE
9/6/2013,South Korea,Haiti,4,1,Friendly,Incheon,South Korea,FALSE
9/6/2013,Kuwait,North Korea,2,1,Friendly,Kuwait City,Kuwait,FALSE
9/6/2013,Latvia,Lithuania,2,1,FIFA World Cup qualification,Riga,Latvia,FALSE
9/6/2013,Lebanon,Syria,2,0,Friendly,Beirut,Lebanon,FALSE
9/6/2013,Liechtenstein,Greece,0,1,FIFA World Cup qualification,Vaduz,Liechtenstein,FALSE
9/6/2013,North Macedonia,Wales,2,1,FIFA World Cup qualification,Skopje,North Macedonia,FALSE
9/6/2013,Malta,Denmark,1,2,FIFA World Cup qualification,Attard,Malta,FALSE
9/6/2013,Mexico,Honduras,1,2,FIFA World Cup qualification,Mexico City,Mexico,FALSE
9/6/2013,Northern Ireland,Portugal,2,4,FIFA World Cup qualification,Belfast,Northern Ireland,FALSE
9/6/2013,Norway,Cyprus,2,0,FIFA World Cup qualification,Oslo,Norway,FALSE
9/6/2013,Panama,Jamaica,0,0,FIFA World Cup qualification,Panama City,Panama,FALSE
9/6/2013,Paraguay,Bolivia,4,0,FIFA World Cup qualification,AsunciÃ³n,Paraguay,FALSE
9/6/2013,Peru,Uruguay,1,2,FIFA World Cup qualification,Lima,Peru,FALSE
9/6/2013,Poland,Montenegro,1,1,FIFA World Cup qualification,Warsaw,Poland,FALSE
9/6/2013,Romania,Hungary,3,0,FIFA World Cup qualification,Bucharest,Romania,FALSE
9/6/2013,Russia,Luxembourg,4,1,FIFA World Cup qualification,Kazan,Russia,FALSE
9/6/2013,Scotland,Belgium,0,2,FIFA World Cup qualification,Glasgow,Scotland,FALSE
9/6/2013,Serbia,Croatia,1,1,FIFA World Cup qualification,Belgrade,Serbia,FALSE
9/6/2013,Slovenia,Albania,1,0,FIFA World Cup qualification,Ljubljana,Slovenia,FALSE
9/6/2013,Sri Lanka,Bhutan,5,2,SAFF Cup,Kathmandu,Nepal,TRUE
9/6/2013,Switzerland,Iceland,4,4,FIFA World Cup qualification,Berne,Switzerland,FALSE
9/6/2013,Turkey,Andorra,5,0,FIFA World Cup qualification,Kayseri,Turkey,FALSE
9/6/2013,Ukraine,San Marino,9,0,FIFA World Cup qualification,L'viv,Ukraine,FALSE
9/7/2013,Angola,Liberia,4,1,FIFA World Cup qualification,Lubango,Angola,FALSE
9/7/2013,Brazil,Australia,6,0,Friendly,BrasÃ­lia,Brazil,FALSE
9/7/2013,Burkina Faso,Gabon,1,0,FIFA World Cup qualification,Ouagadougou,Burkina Faso,FALSE
9/7/2013,Central African Republic,Ethiopia,1,2,FIFA World Cup qualification,Brazzaville,Congo,TRUE
9/7/2013,Gambia,Tanzania,2,0,FIFA World Cup qualification,Bakau,Gambia,FALSE
9/7/2013,Israel,Azerbaijan,1,1,FIFA World Cup qualification,Ramat-Gan,Israel,FALSE
9/7/2013,Ivory Coast,Morocco,1,1,FIFA World Cup qualification,Abidjan,Ivory Coast,FALSE
9/7/2013,Niger,Congo,2,2,FIFA World Cup qualification,Niamey,Niger,FALSE
9/7/2013,Nigeria,Malawi,2,0,FIFA World Cup qualification,Calabar,Nigeria,FALSE
9/7/2013,Senegal,Uganda,1,0,FIFA World Cup qualification,Marrakech,Morocco,TRUE
9/7/2013,Sierra Leone,Equatorial Guinea,3,2,FIFA World Cup qualification,Freetown,Sierra Leone,FALSE
9/7/2013,South Africa,Botswana,4,1,FIFA World Cup qualification,Durban,South Africa,FALSE
9/7/2013,Tunisia,Cape Verde,3,0,FIFA World Cup qualification,RadÃ¨s,Tunisia,FALSE
9/8/2013,Benin,Rwanda,2,0,FIFA World Cup qualification,Porto-Novo,Benin,FALSE
9/8/2013,Cameroon,Libya,1,0,FIFA World Cup qualification,YaoundÃ©,Cameroon,FALSE
9/8/2013,Canada,Mauritania,0,0,Friendly,Oliva,Spain,TRUE
9/8/2013,Kenya,Namibia,1,0,FIFA World Cup qualification,Nairobi,Kenya,FALSE
9/8/2013,Nepal,Afghanistan,0,1,SAFF Cup,Kathmandu,Nepal,FALSE
9/8/2013,Sudan,Lesotho,1,3,FIFA World Cup qualification,Omdurman,Sudan,FALSE
9/8/2013,Togo,DR Congo,2,1,FIFA World Cup qualification,LomÃ©,Togo,FALSE
9/8/2013,Zimbabwe,Mozambique,1,1,FIFA World Cup qualification,Harare,Zimbabwe,FALSE
9/9/2013,Kuwait,Bahrain,2,1,Friendly,Kuwait City,Kuwait,FALSE
9/9/2013,Maldives,India,0,1,SAFF Cup,Kathmandu,Nepal,TRUE
9/9/2013,Qatar,Lebanon,1,1,Friendly,Doha,Qatar,FALSE
9/9/2013,Saudi Arabia,Trinidad and Tobago,1,3,OSN Cup,Riyadh,Saudi Arabia,FALSE
9/9/2013,United Arab Emirates,New Zealand,2,0,OSN Cup,Riyadh,Saudi Arabia,TRUE
9/10/2013,Algeria,Mali,1,0,FIFA World Cup qualification,Blida,Algeria,FALSE
9/10/2013,Andorra,Netherlands,0,2,FIFA World Cup qualification,Sant JuliÃ  de LÃ²ria,Andorra,FALSE
9/10/2013,Armenia,Denmark,0,1,FIFA World Cup qualification,Yerevan,Armenia,FALSE
9/10/2013,Austria,Republic of Ireland,1,0,FIFA World Cup qualification,Vienna,Austria,FALSE
9/10/2013,Belarus,France,2,4,FIFA World Cup qualification,Homel,Belarus,FALSE
9/10/2013,Bolivia,Ecuador,1,1,FIFA World Cup qualification,La Paz,Bolivia,FALSE
9/10/2013,Brazil,Portugal,3,1,Friendly,Foxborough,United States,TRUE
9/10/2013,Canada,Mauritania,0,1,Friendly,Oliva,Spain,TRUE
9/10/2013,China PR,Malaysia,2,0,Friendly,Tianjin,China PR,FALSE
9/10/2013,Cyprus,Slovenia,0,2,FIFA World Cup qualification,Nicosia,Cyprus,FALSE
9/10/2013,Egypt,Guinea,4,2,FIFA World Cup qualification,el-Gouna,Egypt,FALSE
9/10/2013,Faroe Islands,Germany,0,3,FIFA World Cup qualification,TÃ³rshavn,Faroe Islands,FALSE
9/10/2013,Georgia,Finland,0,1,FIFA World Cup qualification,Tbilisi,Georgia,FALSE
9/10/2013,Greece,Latvia,1,0,FIFA World Cup qualification,Piraeus,Greece,FALSE
9/10/2013,Honduras,Panama,2,2,FIFA World Cup qualification,Tegucigalpa,Honduras,FALSE
9/10/2013,Hong Kong,Singapore,1,0,Friendly,Kowloon,Hong Kong,FALSE
9/10/2013,Hungary,Estonia,5,1,FIFA World Cup qualification,Budapest,Hungary,FALSE
9/10/2013,Iceland,Albania,2,1,FIFA World Cup qualification,ReykjavÃ­k,Iceland,FALSE
9/10/2013,Italy,Czech Republic,2,1,FIFA World Cup qualification,Turin,Italy,FALSE
9/10/2013,Jamaica,Costa Rica,1,1,FIFA World Cup qualification,Kingston,Jamaica,FALSE
9/10/2013,Japan,Ghana,3,1,Friendly,Saitama,Japan,FALSE
9/10/2013,Kazakhstan,Sweden,0,1,FIFA World Cup qualification,Astana,Kazakhstan,FALSE
9/10/2013,South Korea,Croatia,1,2,Friendly,Jeonju,South Korea,FALSE
9/10/2013,Lithuania,Liechtenstein,2,0,FIFA World Cup qualification,MarijampolÄ—,Lithuania,FALSE
9/10/2013,Luxembourg,Northern Ireland,3,2,FIFA World Cup qualification,Luxembourg,Luxembourg,FALSE
9/10/2013,North Macedonia,Scotland,1,2,FIFA World Cup qualification,Skopje,North Macedonia,FALSE
9/10/2013,Malta,Bulgaria,1,2,FIFA World Cup qualification,Attard,Malta,FALSE
9/10/2013,Nigeria,Burkina Faso,4,1,Friendly,Kaduna,Nigeria,FALSE
9/10/2013,Norway,Switzerland,0,2,FIFA World Cup qualification,Oslo,Norway,FALSE
9/10/2013,Paraguay,Argentina,2,5,FIFA World Cup qualification,AsunciÃ³n,Paraguay,FALSE
9/10/2013,Romania,Turkey,0,2,FIFA World Cup qualification,Bucharest,Romania,FALSE
9/10/2013,Russia,Israel,3,1,FIFA World Cup qualification,St. Petersburg,Russia,FALSE
9/10/2013,San Marino,Poland,1,5,FIFA World Cup qualification,Serravalle,San Marino,FALSE
9/10/2013,Slovakia,Bosnia and Herzegovina,1,2,FIFA World Cup qualification,Å½ilina,Slovakia,FALSE
9/10/2013,South Africa,Zimbabwe,1,2,Friendly,Johannesburg,South Africa,FALSE
9/10/2013,Spain,Chile,2,2,Friendly,Geneva,Switzerland,TRUE
9/10/2013,Ukraine,England,0,0,FIFA World Cup qualification,KyÃ¯v,Ukraine,FALSE
9/10/2013,Uruguay,Colombia,2,0,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
9/10/2013,United States,Mexico,2,0,FIFA World Cup qualification,Columbus,United States,FALSE
9/10/2013,Uzbekistan,Jordan,1,1,FIFA World Cup qualification,Tashkent,Uzbekistan,FALSE
9/10/2013,Venezuela,Peru,3,2,FIFA World Cup qualification,Puerto la Cruz,Venezuela,FALSE
9/10/2013,Wales,Serbia,0,3,FIFA World Cup qualification,Cardiff,Wales,FALSE
9/30/2013,Botswana,Burkina Faso,1,0,Friendly,Gaborone,Botswana,FALSE
9/30/2013,Egypt,Uganda,2,0,Friendly,Cairo,Egypt,FALSE
10/6/2013,Iraq,Yemen,3,2,Friendly,Beirut,Lebanon,TRUE
10/8/2013,Lebanon,Iraq,1,1,Friendly,Beirut,Lebanon,FALSE
10/9/2013,Jordan,Kuwait,1,1,Friendly,Amman,Jordan,FALSE
10/9/2013,Oman,Mauritania,0,0,Friendly,Muscat,Oman,FALSE
10/9/2013,Qatar,Vietnam,1,2,Friendly,Doha,Qatar,FALSE
10/10/2013,Singapore,Laos,1,0,Friendly,Singapore,Singapore,FALSE
10/10/2013,Thailand,Bahrain,1,0,Friendly,Bangkok,Thailand,FALSE
10/11/2013,Albania,Switzerland,1,2,FIFA World Cup qualification,Tirana,Albania,FALSE
10/11/2013,Andorra,Romania,0,4,FIFA World Cup qualification,Sant JuliÃ  de LÃ²ria,Andorra,FALSE
10/11/2013,Argentina,Peru,3,1,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE
10/11/2013,Armenia,Bulgaria,2,1,FIFA World Cup qualification,Yerevan,Armenia,FALSE
10/11/2013,Azerbaijan,Northern Ireland,2,0,FIFA World Cup qualification,Baku,Azerbaijan,FALSE
10/11/2013,Bosnia and Herzegovina,Liechtenstein,4,1,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,FALSE
10/11/2013,Colombia,Chile,3,3,FIFA World Cup qualification,Barranquilla,Colombia,FALSE
10/11/2013,Croatia,Belgium,1,2,FIFA World Cup qualification,Zagreb,Croatia,FALSE
10/11/2013,Denmark,Italy,2,2,FIFA World Cup qualification,Copenhagen,Denmark,FALSE
10/11/2013,Ecuador,Uruguay,1,0,FIFA World Cup qualification,Quito,Ecuador,FALSE
10/11/2013,England,Montenegro,4,1,FIFA World Cup qualification,London,England,FALSE
10/11/2013,Estonia,Turkey,0,2,FIFA World Cup qualification,Tallinn,Estonia,FALSE
10/11/2013,Faroe Islands,Kazakhstan,1,1,FIFA World Cup qualification,TÃ³rshavn,Faroe Islands,FALSE
10/11/2013,France,Australia,6,0,Friendly,Saint-Denis,France,FALSE
10/11/2013,Germany,Republic of Ireland,3,0,FIFA World Cup qualification,Cologne,Germany,FALSE
10/11/2013,Greece,Slovakia,1,0,FIFA World Cup qualification,Piraeus,Greece,FALSE
10/11/2013,Honduras,Costa Rica,1,0,FIFA World Cup qualification,San Pedro Sula,Honduras,FALSE
10/11/2013,Iceland,Cyprus,2,0,FIFA World Cup qualification,ReykjavÃ­k,Iceland,FALSE
