date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
5/29/2016,Turkey,Montenegro,1,0,Friendly,Antalya,Turkey,FALSE
5/29/2016,Abkhazia,Chagos Islands,9,0,CONIFA World Football Cup,Suhkumi,Georgia,FALSE
5/29/2016,Iraqi Kurdistan,SzÃ©kely Land,3,0,CONIFA World Football Cup,Suhkumi,Georgia,TRUE
5/29/2016,Padania,Northern Cyprus,1,2,CONIFA World Football Cup,Gagra,Georgia,TRUE
5/29/2016,SÃ¡pmi,Somaliland,5,0,CONIFA World Football Cup,Gagra,Georgia,TRUE
5/30/2016,France,Cameroon,3,2,Friendly,Nantes,France,FALSE
5/30/2016,Gambia,Zambia,0,0,Friendly,Bakau,Gambia,FALSE
5/30/2016,Sweden,Slovenia,0,0,Friendly,MalmÃ¶,Sweden,FALSE
5/30/2016,Chagos Islands,Western Armenia,0,12,CONIFA World Football Cup,Suhkumi,Georgia,TRUE
5/30/2016,United Koreans in Japan,SzÃ©kely Land,1,0,CONIFA World Football Cup,Suhkumi,Georgia,TRUE
5/30/2016,Raetia,Padania,0,6,CONIFA World Football Cup,Gagra,Georgia,TRUE
5/30/2016,SÃ¡pmi,Panjab,0,1,CONIFA World Football Cup,Gagra,Georgia,TRUE
5/31/2016,Austria,Malta,2,1,Friendly,Klagenfurt,Austria,FALSE
5/31/2016,Republic of Ireland,Belarus,1,2,Friendly,Cork,Republic of Ireland,FALSE
5/31/2016,Kenya,Sudan,1,1,Friendly,Nairobi,Kenya,FALSE
5/31/2016,Luxembourg,Nigeria,1,3,Friendly,Luxembourg,Luxembourg,FALSE
5/31/2016,Serbia,Israel,3,1,Friendly,Novi Sad,Serbia,FALSE
5/31/2016,Solomon Islands,Fiji,0,1,Oceania Nations Cup,Port Moresby,Papua New Guinea,TRUE
5/31/2016,Vanuatu,New Zealand,0,5,Oceania Nations Cup,Port Moresby,Papua New Guinea,TRUE
5/31/2016,Vietnam,Syria,2,0,Friendly,Thanh HÃ³a,Vietnam,FALSE
5/31/2016,Zimbabwe,Uganda,2,0,Friendly,Harare,Zimbabwe,FALSE
5/31/2016,Abkhazia,Western Armenia,1,0,CONIFA World Football Cup,Suhkumi,Georgia,FALSE
5/31/2016,United Koreans in Japan,Iraqi Kurdistan,0,3,CONIFA World Football Cup,Suhkumi,Georgia,TRUE
5/31/2016,Northern Cyprus,Raetia,7,0,CONIFA World Football Cup,Gagra,Georgia,TRUE
5/31/2016,Somaliland,Panjab,0,5,CONIFA World Football Cup,Gagra,Georgia,TRUE
6/1/2016,Belgium,Finland,1,1,Friendly,Brussels,Belgium,FALSE
6/1/2016,CuraÃ§ao,Guyana,5,2,CFU Caribbean Cup qualification,Willemstad,CuraÃ§ao,FALSE
6/1/2016,Czech Republic,Russia,2,1,Friendly,Innsbruck,Austria,TRUE
6/1/2016,El Salvador,Armenia,0,4,Friendly,Carson,United States,TRUE
6/1/2016,Estonia,Andorra,2,0,Friendly,Tallinn,Estonia,FALSE
6/1/2016,Grenada,Puerto Rico,3,3,CFU Caribbean Cup qualification,St. George's,Grenada,FALSE
6/1/2016,Latvia,Lithuania,2,1,Baltic Cup,LiepÄja,Latvia,FALSE
6/1/2016,Martinique,Guadeloupe,2,0,CFU Caribbean Cup qualification,Fort-de-France,Martinique,FALSE
6/1/2016,New Caledonia,Samoa,7,0,Oceania Nations Cup,Port Moresby,Papua New Guinea,TRUE
6/1/2016,Norway,Iceland,3,2,Friendly,Oslo,Norway,FALSE
6/1/2016,Papua New Guinea,Tahiti,2,2,Oceania Nations Cup,Port Moresby,Papua New Guinea,FALSE
6/1/2016,Poland,Netherlands,1,2,Friendly,GdaÅ„sk,Poland,FALSE
6/1/2016,Spain,South Korea,6,1,Friendly,Salzburg,Austria,TRUE
6/1/2016,Saint Kitts and Nevis,Suriname,1,0,CFU Caribbean Cup qualification,Basseterre,Saint Kitts and Nevis,FALSE
6/1/2016,United Koreans in Japan,Northern Cyprus,1,1,CONIFA World Football Cup,Suhkumi,Georgia,TRUE
6/1/2016,Abkhazia,SÃ¡pmi,2,0,CONIFA World Football Cup,Suhkumi,Georgia,FALSE
6/2/2016,England,Portugal,1,0,Friendly,London,England,FALSE
6/2/2016,Laos,India,0,1,AFC Asian Cup qualification,Vientiane,Laos,FALSE
6/2/2016,North Macedonia,Iran,1,3,Friendly,Skopje,North Macedonia,FALSE
6/2/2016,Malaysia,East Timor,3,0,AFC Asian Cup qualification,Johor Bahru,Malaysia,FALSE
6/2/2016,Maldives,Yemen,0,2,AFC Asian Cup qualification,MalÃ©,Maldives,FALSE
6/2/2016,Seychelles,Algeria,0,2,African Cup of Nations qualification,Victoria,Seychelles,FALSE
6/2/2016,Tajikistan,Bangladesh,5,0,AFC Asian Cup qualification,Dushanbe,Tajikistan,FALSE
6/2/2016,Iraqi Kurdistan,Padania,2,2,CONIFA World Football Cup,Suhkumi,Georgia,TRUE
6/2/2016,Western Armenia,Panjab,2,3,CONIFA World Football Cup,Suhkumi,Georgia,TRUE
6/2/2016,Chagos Islands,Somaliland,2,3,CONIFA World Football Cup,Suhkumi,Georgia,TRUE
6/2/2016,SzÃ©kely Land,Raetia,7,0,CONIFA World Football Cup,Suhkumi,Georgia,TRUE
6/3/2016,Albania,Ukraine,1,3,Friendly,Bergamo,Italy,TRUE
6/3/2016,Azerbaijan,Canada,1,1,Friendly,Rohrbach an der Lafnitz,Austria,TRUE
6/3/2016,Bosnia and Herzegovina,Denmark,2,2,Kirin Cup,Toyota,Japan,TRUE
6/3/2016,Myanmar,Singapore,0,1,Friendly,Rangoon,Myanmar,FALSE
6/3/2016,China PR,Trinidad and Tobago,4,2,Friendly,Qinhuangdao,China PR,FALSE
6/3/2016,Djibouti,Tunisia,0,3,African Cup of Nations qualification,Djibouti,Djibouti,FALSE
6/3/2016,Faroe Islands,Kosovo,0,2,Friendly,Frankfurt am Main,Germany,TRUE
6/3/2016,Japan,Bulgaria,7,2,Kirin Cup,Toyota,Japan,FALSE
6/3/2016,Libya,Morocco,1,1,African Cup of Nations qualification,RadÃ¨s,Tunisia,TRUE
6/3/2016,Mauritania,Cameroon,0,1,African Cup of Nations qualification,Nouakchott,Mauritania,FALSE
6/3/2016,Romania,Georgia,5,1,Friendly,Bucharest,Romania,FALSE
6/3/2016,Sierra Leone,Sudan,1,0,African Cup of Nations qualification,Freetown,Sierra Leone,FALSE
6/3/2016,Switzerland,Moldova,2,1,Friendly,Lugano,Switzerland,FALSE
6/3/2016,Thailand,Syria,2,2,King's Cup,Bangkok,Thailand,FALSE
6/3/2016,United Arab Emirates,Jordan,1,3,King's Cup,Bangkok,Thailand,TRUE
6/3/2016,United States,Colombia,0,2,Copa AmÃ©rica,Santa Clara,United States,FALSE
6/3/2016,Vietnam,Hong Kong,2,2,Friendly,Rangoon,Myanmar,TRUE
6/3/2016,United Koreans in Japan,SÃ¡pmi,1,2,CONIFA World Football Cup,Suhkumi,Georgia,TRUE
6/3/2016,Iraqi Kurdistan,Western Armenia,0,0,CONIFA World Football Cup,Suhkumi,Georgia,TRUE
6/3/2016,Chagos Islands,Raetia,3,3,CONIFA World Football Cup,Suhkumi,Georgia,TRUE
6/3/2016,Somaliland,SzÃ©kely Land,7,0,CONIFA World Football Cup,Suhkumi,Georgia,TRUE
6/4/2016,Australia,Greece,1,0,Friendly,Sydney,Australia,FALSE
6/4/2016,Austria,Netherlands,0,2,Friendly,Vienna,Austria,FALSE
6/4/2016,Botswana,Uganda,1,2,African Cup of Nations qualification,Francistown,Botswana,FALSE
6/4/2016,Brazil,Ecuador,0,0,Copa AmÃ©rica,Pasadena,United States,TRUE
6/4/2016,Costa Rica,Paraguay,0,0,Copa AmÃ©rica,Orlando,United States,TRUE
6/4/2016,Croatia,San Marino,10,0,Friendly,Rijeka,Croatia,FALSE
6/4/2016,Estonia,Latvia,0,0,Baltic Cup,Tallinn,Estonia,FALSE
6/4/2016,Fiji,Vanuatu,2,3,Oceania Nations Cup,Port Moresby,Papua New Guinea,TRUE
6/4/2016,France,Scotland,3,0,Friendly,Metz,France,FALSE
6/4/2016,Gambia,South Africa,0,4,African Cup of Nations qualification,Bakau,Gambia,FALSE
6/4/2016,Germany,Hungary,2,0,Friendly,Gelsenkirchen,Germany,FALSE
6/4/2016,Guadeloupe,Dominica,2,1,CFU Caribbean Cup qualification,Les Abymes,Guadeloupe,FALSE
6/4/2016,Haiti,Peru,0,1,Copa AmÃ©rica,Seattle,United States,TRUE
6/4/2016,Ivory Coast,Gabon,2,1,Friendly,BouakÃ©,Ivory Coast,FALSE
6/4/2016,New Zealand,Solomon Islands,1,0,Oceania Nations Cup,Port Moresby,Papua New Guinea,TRUE
6/4/2016,Rwanda,Mozambique,2,3,African Cup of Nations qualification,Kigali,Rwanda,FALSE
6/4/2016,Slovakia,Northern Ireland,0,0,Friendly,Trnava,Slovakia,FALSE
6/4/2016,South Sudan,Mali,0,3,African Cup of Nations qualification,Juba,South Sudan,FALSE
6/4/2016,Tanzania,Egypt,0,2,African Cup of Nations qualification,Dar es Salaam,Tanzania,FALSE
6/4/2016,United States Virgin Islands,Guyana,0,7,CFU Caribbean Cup qualification,Charlotte Amalie,United States Virgin Islands,FALSE
6/4/2016,Abkhazia,Northern Cyprus,2,0,CONIFA World Football Cup,Suhkumi,Georgia,FALSE
6/4/2016,Padania,Panjab,1,0,CONIFA World Football Cup,Suhkumi,Georgia,TRUE
6/4/2016,United Koreans in Japan,Iraqi Kurdistan,1,1,CONIFA World Football Cup,Suhkumi,Georgia,TRUE
6/4/2016,SÃ¡pmi,Western Armenia,3,0,CONIFA World Football Cup,Suhkumi,Georgia,TRUE
6/5/2016,Belgium,Norway,3,2,Friendly,Brussels,Belgium,FALSE
6/5/2016,Central African Republic,Angola,3,0,African Cup of Nations qualification,Bangui,Central African Republic,FALSE
6/5/2016,Comoros,Burkina Faso,0,1,African Cup of Nations qualification,Moroni,Comoros,FALSE
6/5/2016,Czech Republic,South Korea,1,2,Friendly,Prague,Czech Republic,FALSE
6/5/2016,Jamaica,Venezuela,0,1,Copa AmÃ©rica,Chicago,United States,TRUE
6/5/2016,Kenya,Congo,2,1,African Cup of Nations qualification,Nairobi,Kenya,FALSE
6/5/2016,Lesotho,Ethiopia,1,2,African Cup of Nations qualification,Maseru,Lesotho,FALSE
6/5/2016,Liberia,Togo,2,2,African Cup of Nations qualification,Monrovia,Liberia,FALSE
6/5/2016,Madagascar,DR Congo,1,6,African Cup of Nations qualification,Mahajanga,Madagascar,FALSE
6/5/2016,Mauritius,Ghana,0,2,African Cup of Nations qualification,Mapou,Mauritius,FALSE
6/5/2016,Mexico,Uruguay,3,1,Copa AmÃ©rica,Glendale,United States,TRUE
6/5/2016,Papua New Guinea,Samoa,8,0,Oceania Nations Cup,Port Moresby,Papua New Guinea,FALSE
6/5/2016,Russia,Serbia,1,1,Friendly,Monaco,Monaco,TRUE
6/5/2016,Slovenia,Turkey,0,1,Friendly,Ljubljana,Slovenia,FALSE
6/5/2016,Eswatini,Guinea,1,0,African Cup of Nations qualification,Lobamba,Eswatini,FALSE
6/5/2016,Sweden,Wales,3,0,Friendly,Solna,Sweden,FALSE
6/5/2016,Tahiti,New Caledonia,1,1,Oceania Nations Cup,Port Moresby,Papua New Guinea,TRUE
6/5/2016,Thailand,Jordan,2,0,King's Cup,Bangkok,Thailand,FALSE
6/5/2016,United Arab Emirates,Syria,0,1,King's Cup,Bangkok,Thailand,TRUE
6/5/2016,Zimbabwe,Malawi,3,0,African Cup of Nations qualification,Harare,Zimbabwe,FALSE
6/5/2016,Padania,Northern Cyprus,0,2,CONIFA World Football Cup,Suhkumi,Georgia,TRUE
6/5/2016,Abkhazia,Panjab,1,1,CONIFA World Football Cup,Suhkumi,Georgia,FALSE
6/6/2016,Argentina,Chile,2,1,Copa AmÃ©rica,Santa Clara,United States,TRUE
6/6/2016,Myanmar,Hong Kong,3,0,Friendly,Rangoon,Myanmar,FALSE
6/6/2016,Iceland,Liechtenstein,4,0,Friendly,ReykjavÃ­k,Iceland,FALSE
6/6/2016,Italy,Finland,2,0,Friendly,Verona,Italy,FALSE
6/6/2016,Malaysia,East Timor,3,0,AFC Asian Cup qualification,Johor Bahru,Malaysia,FALSE
6/6/2016,Panama,Bolivia,2,1,Copa AmÃ©rica,Orlando,United States,TRUE
6/6/2016,Poland,Lithuania,0,0,Friendly,Cracow,Poland,FALSE
6/6/2016,Singapore,Vietnam,0,3,Friendly,Rangoon,Myanmar,TRUE
6/7/2016,Australia,Greece,1,2,Friendly,Melbourne,Australia,FALSE
6/7/2016,Bangladesh,Tajikistan,0,1,AFC Asian Cup qualification,Dhaka,Bangladesh,FALSE
6/7/2016,Bulgaria,Denmark,0,4,Kirin Cup,Suita,Japan,TRUE
6/7/2016,Cambodia,Taiwan,2,0,AFC Asian Cup qualification,Phnom Penh,Cambodia,FALSE
6/7/2016,Canada,Uzbekistan,2,1,Friendly,Bad Waltersdorf,Austria,TRUE
6/7/2016,China PR,Kazakhstan,0,1,Friendly,Dalian,China PR,FALSE
6/7/2016,Colombia,Paraguay,2,1,Copa AmÃ©rica,Pasadena,United States,TRUE
6/7/2016,CuraÃ§ao,United States Virgin Islands,7,0,CFU Caribbean Cup qualification,Willemstad,CuraÃ§ao,FALSE
6/7/2016,Dominican Republic,French Guiana,2,1,CFU Caribbean Cup qualification,Santo Domingo,Dominican Republic,FALSE
6/7/2016,India,Laos,6,1,AFC Asian Cup qualification,Guwahati,India,FALSE
6/7/2016,Iran,Kyrgyzstan,6,0,Friendly,Teheran,Iran,FALSE
6/7/2016,Japan,Bosnia and Herzegovina,1,2,Kirin Cup,Suita,Japan,FALSE
6/7/2016,Spain,Georgia,0,1,Friendly,Getafe,Spain,FALSE
6/7/2016,Saint Vincent and the Grenadines,Saint Kitts and Nevis,0,1,CFU Caribbean Cup qualification,Kingstown,Saint Vincent and the Grenadines,FALSE
6/7/2016,United States,Costa Rica,4,0,Copa AmÃ©rica,Chicago,United States,FALSE
6/7/2016,Yemen,Maldives,2,0,AFC Asian Cup qualification,Doha,Qatar,TRUE
6/8/2016,Brazil,Haiti,7,1,Copa AmÃ©rica,Orlando,United States,TRUE
6/8/2016,Ecuador,Peru,2,2,Copa AmÃ©rica,Glendale,United States,TRUE
6/8/2016,New Zealand,New Caledonia,1,0,Oceania Nations Cup,Port Moresby,Papua New Guinea,TRUE
6/8/2016,Papua New Guinea,Solomon Islands,2,1,Oceania Nations Cup,Port Moresby,Papua New Guinea,FALSE
6/8/2016,Portugal,Estonia,7,0,Friendly,Lisbon,Portugal,FALSE
6/9/2016,Mexico,Jamaica,2,0,Copa AmÃ©rica,Pasadena,United States,TRUE
6/9/2016,Uruguay,Venezuela,0,1,Copa AmÃ©rica,Philadelphia,United States,TRUE
6/10/2016,Argentina,Panama,5,0,Copa AmÃ©rica,Chicago,United States,TRUE
6/10/2016,Chile,Bolivia,2,1,Copa AmÃ©rica,Foxborough,United States,TRUE
6/10/2016,France,Romania,2,1,UEFA Euro,Saint-Denis,France,FALSE
6/11/2016,Albania,Switzerland,0,1,UEFA Euro,Lens,France,TRUE
6/11/2016,Colombia,Costa Rica,2,3,Copa AmÃ©rica,Houston,United States,TRUE
6/11/2016,England,Russia,1,1,UEFA Euro,Marseille,France,TRUE
6/11/2016,Papua New Guinea,New Zealand,0,0,Oceania Nations Cup,Port Moresby,Papua New Guinea,FALSE
6/11/2016,Seychelles,Madagascar,0,1,COSAFA Cup,Windhoek,Namibia,TRUE
6/11/2016,United States,Paraguay,1,0,Copa AmÃ©rica,Philadelphia,United States,FALSE
6/11/2016,Wales,Slovakia,2,1,UEFA Euro,Bordeaux,France,TRUE
6/11/2016,Zimbabwe,Eswatini,2,2,COSAFA Cup,Windhoek,Namibia,TRUE
6/12/2016,Benin,Equatorial Guinea,2,1,African Cup of Nations qualification,Cotonou,Benin,FALSE
6/12/2016,Brazil,Peru,0,1,Copa AmÃ©rica,Foxborough,United States,TRUE
6/12/2016,Ecuador,Haiti,4,0,Copa AmÃ©rica,East Rutherford,United States,TRUE
6/12/2016,Germany,Ukraine,2,0,UEFA Euro,Villeneuve-d'Ascq,France,TRUE
6/12/2016,Lesotho,Mauritius,3,0,COSAFA Cup,Windhoek,Namibia,TRUE
6/12/2016,Malawi,Angola,3,0,COSAFA Cup,Windhoek,Namibia,TRUE
6/12/2016,Poland,Northern Ireland,1,0,UEFA Euro,Nice,France,TRUE
6/12/2016,Turkey,Croatia,0,1,UEFA Euro,Paris,France,TRUE
6/13/2016,Belgium,Italy,0,2,UEFA Euro,Lyon,France,TRUE
6/13/2016,Republic of Ireland,Sweden,1,1,UEFA Euro,Saint-Denis,France,TRUE
6/13/2016,Madagascar,Zimbabwe,0,0,COSAFA Cup,Windhoek,Namibia,TRUE
6/13/2016,Mexico,Venezuela,1,1,Copa AmÃ©rica,Houston,United States,TRUE
6/13/2016,Spain,Czech Republic,1,0,UEFA Euro,Toulouse,France,TRUE
6/13/2016,Eswatini,Seychelles,4,0,COSAFA Cup,Windhoek,Namibia,TRUE
6/13/2016,Uruguay,Jamaica,3,0,Copa AmÃ©rica,Santa Clara,United States,TRUE
6/14/2016,Angola,Lesotho,0,2,COSAFA Cup,Windhoek,Namibia,TRUE
6/14/2016,Argentina,Bolivia,3,0,Copa AmÃ©rica,Seattle,United States,TRUE
6/14/2016,Austria,Hungary,0,2,UEFA Euro,Bordeaux,France,TRUE
6/14/2016,Chile,Panama,4,2,Copa AmÃ©rica,Philadelphia,United States,TRUE
6/14/2016,Mauritius,Malawi,0,1,COSAFA Cup,Windhoek,Namibia,TRUE
6/14/2016,Portugal,Iceland,1,1,UEFA Euro,Saint-Ã‰tienne,France,TRUE
6/15/2016,France,Albania,2,0,UEFA Euro,Marseille,France,FALSE
6/15/2016,Romania,Switzerland,1,1,UEFA Euro,Paris,France,TRUE
6/15/2016,Russia,Slovakia,1,2,UEFA Euro,Villeneuve-d'Ascq,France,TRUE
6/15/2016,Eswatini,Madagascar,1,0,COSAFA Cup,Windhoek,Namibia,TRUE
6/15/2016,Zimbabwe,Seychelles,5,0,COSAFA Cup,Windhoek,Namibia,TRUE
6/16/2016,Angola,Mauritius,0,2,COSAFA Cup,Windhoek,Namibia,TRUE
6/16/2016,England,Wales,2,1,UEFA Euro,Lens,France,TRUE
6/16/2016,Germany,Poland,0,0,UEFA Euro,Saint-Denis,France,TRUE
6/16/2016,Malawi,Lesotho,0,1,COSAFA Cup,Windhoek,Namibia,TRUE
6/16/2016,Ukraine,Northern Ireland,0,2,UEFA Euro,Lyon,France,TRUE
6/16/2016,United States,Ecuador,2,1,Copa AmÃ©rica,Seattle,United States,FALSE
6/17/2016,Czech Republic,Croatia,2,2,UEFA Euro,Saint-Ã‰tienne,France,TRUE
6/17/2016,Italy,Sweden,1,0,UEFA Euro,Toulouse,France,TRUE
6/17/2016,Peru,Colombia,0,0,Copa AmÃ©rica,East Rutherford,United States,TRUE
6/17/2016,Spain,Turkey,3,0,UEFA Euro,Nice,France,TRUE
6/18/2016,Argentina,Venezuela,4,1,Copa AmÃ©rica,Foxborough,United States,TRUE
6/18/2016,Belgium,Republic of Ireland,3,0,UEFA Euro,Bordeaux,France,TRUE
6/18/2016,Iceland,Hungary,1,1,UEFA Euro,Marseille,France,TRUE
6/18/2016,Mexico,Chile,0,7,Copa AmÃ©rica,Santa Clara,United States,TRUE
6/18/2016,Namibia,Botswana,1,1,COSAFA Cup,Windhoek,Namibia,FALSE
6/18/2016,Portugal,Austria,0,0,UEFA Euro,Lyon,France,TRUE
6/18/2016,South Africa,Lesotho,1,1,COSAFA Cup,Windhoek,Namibia,TRUE
6/19/2016,DR Congo,Mozambique,1,0,COSAFA Cup,Windhoek,Namibia,TRUE
6/19/2016,France,Switzerland,0,0,UEFA Euro,Villeneuve-d'Ascq,France,FALSE
6/19/2016,French Guiana,Bermuda,3,0,CFU Caribbean Cup qualification,Cayenne,French Guiana,FALSE
6/19/2016,Romania,Albania,0,1,UEFA Euro,Lyon,France,TRUE
6/19/2016,Zambia,Eswatini,0,0,COSAFA Cup,Windhoek,Namibia,TRUE
6/20/2016,Russia,Wales,0,3,UEFA Euro,Toulouse,France,TRUE
6/20/2016,Slovakia,England,0,0,UEFA Euro,Saint-Ã‰tienne,France,TRUE
6/21/2016,Croatia,Spain,2,1,UEFA Euro,Bordeaux,France,TRUE
6/21/2016,Czech Republic,Turkey,0,2,UEFA Euro,Lens,France,TRUE
6/21/2016,Lesotho,Zambia,2,3,COSAFA Cup,Windhoek,Namibia,TRUE
6/21/2016,Namibia,Mozambique,3,0,COSAFA Cup,Windhoek,Namibia,FALSE
6/21/2016,Northern Ireland,Germany,0,1,UEFA Euro,Paris,France,TRUE
6/21/2016,Ukraine,Poland,0,1,UEFA Euro,Marseille,France,TRUE
6/21/2016,United States,Argentina,0,4,Copa AmÃ©rica,Houston,United States,FALSE
6/22/2016,Botswana,DR Congo,0,0,COSAFA Cup,Windhoek,Namibia,TRUE
6/22/2016,Colombia,Chile,0,2,Copa AmÃ©rica,Chicago,United States,TRUE
6/22/2016,Hungary,Portugal,3,3,UEFA Euro,Lyon,France,TRUE
6/22/2016,Iceland,Austria,2,1,UEFA Euro,Saint-Denis,France,TRUE
6/22/2016,Italy,Republic of Ireland,0,1,UEFA Euro,Villeneuve-d'Ascq,France,TRUE
6/22/2016,New Caledonia,Malaysia,1,2,Friendly,NoumÃ©a,New Caledonia,FALSE
6/22/2016,South Africa,Eswatini,5,1,COSAFA Cup,Windhoek,Namibia,TRUE
6/22/2016,Sweden,Belgium,0,1,UEFA Euro,Nice,France,TRUE
6/24/2016,Namibia,Zambia,1,0,COSAFA Cup,Windhoek,Namibia,FALSE
6/25/2016,Croatia,Portugal,0,1,UEFA Euro,Lens,France,TRUE
6/25/2016,South Africa,Botswana,3,2,COSAFA Cup,Windhoek,Namibia,TRUE
6/25/2016,Eswatini,DR Congo,1,0,COSAFA Cup,Windhoek,Namibia,TRUE
6/25/2016,Switzerland,Poland,1,1,UEFA Euro,Saint-Ã‰tienne,France,TRUE
6/25/2016,United States,Colombia,0,1,Copa AmÃ©rica,Glendale,United States,FALSE
6/25/2016,Wales,Northern Ireland,1,0,UEFA Euro,Paris,France,TRUE
6/26/2016,Argentina,Chile,0,0,Copa AmÃ©rica,East Rutherford,United States,TRUE
6/26/2016,Fiji,Malaysia,1,1,Friendly,Nadi,Fiji,FALSE
6/26/2016,France,Republic of Ireland,2,1,UEFA Euro,Lyon,France,FALSE
6/26/2016,Germany,Slovakia,3,0,UEFA Euro,Villeneuve-d'Ascq,France,TRUE
6/26/2016,Hungary,Belgium,0,4,UEFA Euro,Toulouse,France,TRUE
6/27/2016,England,Iceland,1,2,UEFA Euro,Nice,France,TRUE
6/27/2016,Italy,Spain,2,0,UEFA Euro,Saint-Denis,France,TRUE
6/30/2016,Macau,Mongolia,2,2,EAFF Championship,Dededo,Guam,TRUE
6/30/2016,Poland,Portugal,1,1,UEFA Euro,Marseille,France,TRUE
7/1/2016,Wales,Belgium,3,1,UEFA Euro,Villeneuve-d'Ascq,France,TRUE
7/2/2016,Germany,Italy,1,1,UEFA Euro,Bordeaux,France,TRUE
7/2/2016,Mongolia,Taiwan,0,2,EAFF Championship,Dededo,Guam,TRUE
7/2/2016,Northern Mariana Islands,Macau,1,3,EAFF Championship,Dededo,Guam,TRUE
7/3/2016,France,Iceland,5,2,UEFA Euro,Saint-Denis,France,FALSE
7/4/2016,Northern Mariana Islands,Mongolia,0,8,EAFF Championship,Dededo,Guam,TRUE
7/6/2016,Portugal,Wales,2,0,UEFA Euro,Lyon,France,TRUE
7/7/2016,France,Germany,2,0,UEFA Euro,Marseille,France,FALSE
7/10/2016,France,Portugal,0,1,UEFA Euro,Saint-Denis,France,FALSE
7/24/2016,Uzbekistan,Iraq,2,1,Friendly,Tashkent,Uzbekistan,FALSE
7/28/2016,Cambodia,Singapore,2,1,Friendly,Phnom Penh,Cambodia,FALSE
8/8/2016,Oman,Turkmenistan,1,0,Friendly,Muscat,Oman,FALSE
8/8/2016,Qatar,Iraq,2,1,Friendly,Doha,Qatar,FALSE
8/13/2016,Bhutan,India,0,3,Friendly,Thimphu,Bhutan,FALSE
8/18/2016,Jordan,Qatar,2,3,Friendly,Lucerne,Switzerland,TRUE
8/21/2016,Iraq,North Korea,1,1,Friendly,Paroi,Malaysia,TRUE
8/24/2016,Honduras,Nicaragua,1,0,Friendly,San Pedro Sula,Honduras,FALSE
8/24/2016,North Korea,United Arab Emirates,2,0,Friendly,Shanghai,China PR,TRUE
8/24/2016,Saudi Arabia,Laos,4,0,Friendly,Doha,Qatar,TRUE
8/24/2016,Uzbekistan,Burkina Faso,1,0,Friendly,Tashkent,Uzbekistan,FALSE
8/25/2016,Barawa,Tamil Eelam,0,5,World Unity Cup,London,England,FALSE
8/26/2016,Barawa,Chagos Islands,2,3,World Unity Cup,London,England,FALSE
8/27/2016,Tajikistan,Syria,0,0,Friendly,Khujand,Tajikistan,FALSE
8/27/2016,Chagos Islands,Tamil Eelam,1,5,World Unity Cup,London,England,TRUE
8/28/2016,Dominican Republic,Puerto Rico,5,0,Friendly,San CristÃ³bal,Dominican Republic,FALSE
8/28/2016,Chagos Islands,Tamil Eelam,1,5,World Unity Cup,London,England,TRUE
8/30/2016,Egypt,Guinea,1,1,Friendly,Alexandria,Egypt,FALSE
8/30/2016,Kyrgyzstan,Kazakhstan,2,0,Friendly,Bishkek,Kyrgyzstan,FALSE
8/30/2016,Uganda,Kenya,0,0,Friendly,Kampala,Uganda,FALSE
8/31/2016,Albania,Morocco,0,0,Friendly,ShkodÃ«r,Albania,FALSE
8/31/2016,Czech Republic,Armenia,3,0,Friendly,MladÃ¡ Boleslav,Czech Republic,FALSE
8/31/2016,Denmark,Liechtenstein,5,0,Friendly,Horsens,Denmark,FALSE
8/31/2016,Estonia,Malta,1,1,Friendly,PÃ¤rnu,Estonia,FALSE
8/31/2016,Germany,Finland,2,0,Friendly,MÃ¶nchengladbach,Germany,FALSE
8/31/2016,Republic of Ireland,Oman,4,0,Friendly,Dublin,Republic of Ireland,FALSE
8/31/2016,Lebanon,Jordan,1,1,Friendly,Beirut,Lebanon,FALSE
8/31/2016,Norway,Belarus,0,1,Friendly,Oslo,Norway,FALSE
8/31/2016,Turkey,Russia,0,0,Friendly,Antalya,Turkey,FALSE
9/1/2016,Argentina,Uruguay,1,0,FIFA World Cup qualification,Mendoza,Argentina,FALSE
9/1/2016,Australia,Iraq,2,0,FIFA World Cup qualification,Perth,Australia,FALSE
9/1/2016,Bahrain,Singapore,3,1,Friendly,Riffa,Bahrain,FALSE
9/1/2016,Belgium,Spain,0,2,Friendly,Brussels,Belgium,FALSE
9/1/2016,Bolivia,Peru,0,3,FIFA World Cup qualification,La Paz,Bolivia,FALSE
9/1/2016,Colombia,Venezuela,2,0,FIFA World Cup qualification,Barranquilla,Colombia,FALSE
9/1/2016,Ecuador,Brazil,0,3,FIFA World Cup qualification,Quito,Ecuador,FALSE
9/1/2016,Hong Kong,Cambodia,4,2,Friendly,Kowloon,Hong Kong,FALSE
9/1/2016,Iran,Qatar,2,0,FIFA World Cup qualification,Teheran,Iran,FALSE
9/1/2016,Italy,France,1,3,Friendly,Bari,Italy,FALSE
9/1/2016,Japan,United Arab Emirates,1,2,FIFA World Cup qualification,Saitama,Japan,FALSE
9/1/2016,South Korea,China PR,3,2,FIFA World Cup qualification,Seoul,South Korea,FALSE
9/1/2016,Maldives,Bangladesh,5,0,Friendly,MalÃ©,Maldives,FALSE
9/1/2016,Netherlands,Greece,1,2,Friendly,Eindhoven,Netherlands,FALSE
9/1/2016,Paraguay,Chile,2,1,FIFA World Cup qualification,AsunciÃ³n,Paraguay,FALSE
